Date,Open,High,Low,Close,Adj Close,Volume
2015-08-28,143.412994,144.83500700000002,141.692001,144.83500700000002,128.882477,1209608
2015-08-31,144.83500700000002,144.985001,142.813995,144.61099199999998,128.68313600000002,770761
2015-09-01,143.188995,143.188995,140.64399699999998,141.990997,126.35171499999998,1399428
2015-09-02,142.740005,143.787003,140.569,142.141006,126.48521399999998,731980
2015-09-03,143.712997,144.087006,141.093002,143.337997,127.550339,1312084
2015-09-04,141.542007,141.542007,139.595993,139.820007,124.41983799999998,1256700
2015-09-07,141.167999,141.692001,140.494003,141.317001,125.75196100000001,471931
2015-09-08,142.440002,143.263,141.692001,142.141006,126.48521399999998,903919
2015-09-09,144.61099199999998,148.578003,144.61099199999998,147.753998,131.479965,3280857
2015-09-10,146.557007,146.632004,144.237,145.21000700000002,129.216171,1345758
2015-09-11,145.957993,147.005997,145.358994,145.882996,129.815048,1092796
2015-09-14,145.957993,145.957993,142.141006,143.113998,127.351028,1419102
2015-09-15,142.96400500000001,145.358994,141.391998,144.460999,128.549652,722723
2015-09-16,146.033005,150.973007,145.584,148.578003,132.213226,1353317
2015-09-17,148.203995,148.203995,143.563004,145.21000700000002,129.216171,1053428
2015-09-18,144.686005,144.686005,139.746002,140.119995,124.68678999999999,2468590
2015-09-21,139.445999,141.542007,139.07200600000002,141.01800500000002,125.48588600000001,962978
2015-09-22,141.466995,142.440002,137.649994,139.222,123.887703,1485506
2015-09-23,139.222,141.617004,138.69799799999998,138.847,123.55399299999999,1065399
2015-09-24,138.847,138.847,131.960999,133.084,118.425751,1968092
2015-09-25,134.804993,137.12600700000002,134.431,135.029999,120.157417,1341267
2015-09-28,134.73100300000002,135.029999,131.587006,131.811005,117.292969,1127806
2015-09-29,130.613998,136.67700200000002,130.014999,136.153,121.15673100000001,1588698
2015-09-30,137.949005,140.119995,137.425003,139.970001,124.553307,1596895
2015-10-01,141.242996,142.813995,137.201004,137.649994,122.488846,1081253
2015-10-02,139.147003,141.841003,137.798996,139.895004,124.48656499999998,863268
2015-10-05,142.813995,146.931,142.440002,146.931,130.74758899999998,1015848
2015-10-06,147.455002,147.455002,144.237,146.406998,130.281326,978351
2015-10-07,147.15600600000002,150.973007,145.358994,148.203995,131.88038600000002,1571136
2015-10-08,146.707001,149.102005,145.059998,149.026993,132.61274699999998,828717
2015-10-09,149.701004,152.994003,149.62600700000002,152.84399399999998,136.00933799999999,1119922
2015-10-12,152.994003,155.46400500000001,150.0,151.421997,134.74395800000002,858315
2015-10-13,151.19799799999998,151.19799799999998,146.632004,147.455002,131.213898,1018673
2015-10-14,146.48199499999998,147.23100300000002,144.83500700000002,146.182999,130.081985,837933
2015-10-15,147.080994,147.080994,144.237,146.182999,130.081985,776085
2015-10-16,147.23100300000002,147.23100300000002,140.26899699999998,141.466995,125.885429,1481681
2015-10-19,141.542007,144.162003,140.34399399999998,143.712997,127.884033,1228618
2015-10-20,144.686005,150.074997,141.766006,146.931,130.74758899999998,2324270
2015-10-21,147.005997,149.701004,145.957993,147.979004,131.680176,910356
2015-10-22,147.828995,152.994003,145.658997,152.994003,136.142822,1169476
2015-10-23,154.117004,160.104996,153.069,156.287003,139.07312,1617388
2015-10-26,156.287003,159.804993,155.912994,157.03599499999999,139.739609,827830
2015-10-27,157.03599499999999,157.783997,154.341003,155.912994,138.740295,852494
2015-10-28,156.212997,159.35600300000002,154.416,158.457993,141.004974,783762
2015-10-29,157.259995,157.259995,151.722,153.442993,139.177322,887709
2015-10-30,153.51800500000002,155.38900800000002,153.51800500000002,154.940002,140.535156,501637
2015-11-02,154.117004,155.08999599999999,152.470001,153.891998,139.584579,746872
2015-11-03,154.192001,157.186005,153.14399699999998,153.891998,139.584579,999242
2015-11-04,154.416,161.003006,154.416,159.65600600000002,144.812698,1523731
2015-11-05,159.804993,160.554001,158.233994,159.580994,144.744675,1157854
2015-11-06,159.431,161.078003,158.382996,159.132004,144.337433,670196
2015-11-09,159.057007,160.328995,156.063004,156.063004,141.553741,726709
2015-11-10,156.662003,156.811005,152.919006,154.490997,140.12789899999999,1242090
2015-11-11,155.014999,158.009003,154.641006,156.960999,142.368256,697174
2015-11-12,157.186005,157.186005,152.619995,153.14399699999998,138.906128,708593
2015-11-13,152.395004,153.742996,150.524002,153.069,138.83810400000002,601760
2015-11-16,152.095993,156.212997,150.897995,153.14399699999998,138.906128,837071
2015-11-17,154.865005,157.71000700000002,154.78999299999998,157.559998,142.91156,834618
2015-11-18,156.436996,159.431,155.912994,158.457993,143.72605900000002,567442
2015-11-19,159.580994,160.404007,156.212997,156.811005,142.232208,779619
2015-11-20,158.158997,161.451996,157.11099199999998,160.92799399999998,145.966446,759783
2015-11-23,160.92799399999998,161.153,159.35600300000002,160.029999,145.15193200000002,634210
2015-11-24,159.431,159.505997,155.837997,156.287003,141.756927,655438
2015-11-25,157.186005,158.533005,156.436996,157.858994,143.18277,800972
2015-11-26,157.858994,161.153,157.858994,160.852997,145.898422,613766
2015-11-27,159.505997,161.376999,158.682999,160.778,145.830399,609343
2015-11-30,160.92799399999998,162.725006,159.65600600000002,161.526993,146.50976599999998,1581580
2015-12-01,162.574997,164.671005,160.554001,161.227997,146.23855600000002,1526814
2015-12-02,161.67700200000002,163.996994,160.029999,163.623001,148.41090400000002,1053396
2015-12-03,162.649994,164.445999,158.906998,158.906998,144.133331,1893632
2015-12-04,162.649994,164.445999,158.906998,158.906998,144.133331,1893632
2015-12-07,159.65600600000002,161.003006,159.28100600000002,159.65600600000002,144.812698,628478
2015-12-08,159.207001,159.65600600000002,152.246002,153.14399699999998,138.906128,1250771
2015-12-09,153.51800500000002,154.117004,149.326004,150.673996,136.66575600000002,1998995
2015-12-10,150.82299799999998,152.470001,150.074997,151.347,137.27616899999998,740355
2015-12-11,151.347,151.347,145.509003,145.509003,131.98095700000002,1794077
2015-12-14,145.957993,147.604996,143.188995,143.412994,130.079819,1440852
2015-12-15,144.087006,145.358994,142.813995,144.985001,131.505676,1737067
2015-12-16,145.21000700000002,148.503006,144.237,146.85600300000002,133.202728,1390084
2015-12-17,150.37399299999998,151.123001,146.406998,146.78100600000002,133.134705,1044712
2015-12-18,145.733994,145.882996,143.263,144.686005,131.234482,903362
2015-12-21,144.61099199999998,147.005997,144.087006,144.087006,130.691177,639371
2015-12-22,145.059998,145.283997,142.365005,144.011993,130.62313799999998,586647
2015-12-23,145.807999,147.979004,145.584,147.979004,134.22131299999998,550479
2015-12-28,148.876999,148.876999,145.584,145.882996,132.32019,428503
2015-12-29,147.005997,148.128998,146.557007,148.128998,134.357361,544217
2015-12-30,148.128998,148.203995,146.033005,146.182999,132.592285,849818
2016-01-04,144.460999,144.460999,140.34399399999998,140.71899399999998,127.636276,974203
2016-01-05,141.093002,141.093002,136.75100700000002,137.274994,124.512474,1109601
2016-01-07,134.207001,137.201004,129.865005,135.778,123.154648,2695122
2016-01-08,136.078003,138.173996,133.457993,133.98199499999998,121.525627,1063396
2016-01-11,133.457993,136.376999,133.158997,135.104996,122.54422,770971
2016-01-12,135.029999,137.425003,133.608002,133.832001,121.389572,845824
2016-01-13,135.852997,138.69799799999998,135.628998,136.451996,123.765984,1171958
2016-01-14,134.955002,135.328995,132.33500700000002,134.132004,121.661697,1071365
2016-01-15,134.431,135.029999,127.844002,129.416,117.38413200000001,2151347
2016-01-18,129.117004,131.138,128.593002,130.014999,117.927444,994909
2016-01-19,131.436996,132.783997,130.014999,130.912994,118.741951,903849
2016-01-20,128.14399699999998,128.14399699999998,126.272003,127.394997,115.551025,1445516
2016-01-21,127.246002,131.362,126.123001,131.362,119.149216,1601077
2016-01-22,134.28100600000002,135.703995,132.71000700000002,134.28100600000002,121.79683700000001,1834299
2016-01-25,134.65600600000002,135.179993,132.03599499999999,132.71000700000002,120.37188,1250167
2016-01-26,131.063004,137.574997,130.46400500000001,137.274994,124.512474,1036860
2016-01-27,137.425003,139.222,136.153,138.473007,125.59911299999999,1274617
2016-01-28,138.397995,141.391998,129.78999299999998,130.240005,118.131523,2549952
2016-01-29,133.608002,134.057007,128.367996,130.38900800000002,118.26668500000001,2136130
2016-02-01,130.46400500000001,130.46400500000001,125.822998,126.871002,115.07573700000002,2787018
2016-02-02,126.647003,127.32,121.707001,122.829002,111.409523,2302617
2016-02-03,122.829002,126.722,122.379997,124.40100100000001,112.835373,3293084
2016-02-04,127.246002,130.539001,124.70099599999999,129.78999299999998,117.723351,2170387
2016-02-05,130.240005,133.307999,127.994003,130.912994,118.741951,1660756
2016-02-08,131.662003,131.737,124.70099599999999,124.70099599999999,113.107483,1637264
2016-02-09,125.224998,127.994003,123.502998,127.096001,115.279816,1905310
2016-02-10,127.32,128.891998,125.898003,127.918999,116.026306,1212310
2016-02-11,126.497002,126.497002,121.856003,121.856003,110.52699299999999,2468825
2016-02-12,123.802002,127.695,122.753998,127.695,115.82313500000001,1695026
2016-02-15,130.539001,131.063004,129.641006,130.988007,118.80998999999998,1336403
2016-02-16,131.737,132.559998,128.442993,129.416,117.38413200000001,1673090
2016-02-17,130.240005,136.153,130.240005,136.153,123.49478899999998,1213043
2016-02-18,137.350006,137.350006,133.98199499999998,135.104996,122.54422,1273594
2016-02-19,135.479004,138.024002,134.880005,136.901001,124.17324099999999,1619094
2016-02-22,137.725006,140.044998,137.201004,138.847,125.93831599999999,1661384
2016-02-23,138.473007,138.921997,136.451996,137.87399299999998,125.055779,1036258
2016-02-24,138.173996,138.32299799999998,131.587006,132.03599499999999,119.760551,1178301
2016-02-25,133.98199499999998,134.505997,132.259995,133.98199499999998,121.525627,996909
2016-02-26,136.078003,136.227997,134.28100600000002,135.253998,122.679359,631034
